"time_period";"geo_id";"geographic_level";"age";"age_class";"sex";"obs_value";"pop_obs_value";"pop_age_obs_value";"ratio"
"2021";"1101";"Betzdorf";"Y50T54";"From 50 to 54 years";"Male";"163";"4126";"326";"50.0"
"2021";"806";"Lac de la Haute-Sûre";"Y50T54";"From 50 to 54 years";"Male";"101";"2160";"179";"56.4"
"2021";"105";"Kehlen";"Y20T24";"From 20 to 24 years";"Total";"338";"6168";"338";"5.5"
"2021";"1108";"Wormeldange";"Y80T84";"From 80 to 84 years";"Total";"66";"3055";"66";"2.2"
"2021";"2";"Canton Esch";"Y90T94";"From 90 to 94 years";"Male";"330";"186224";"1083";"30.5"
"2021";"309";"Strassen";"Y95T99";"From 95 to 99 years";"Total";"12";"10261";"12";"0.1"
"2021";"505";"Weiswampach";"Y70T74";"From 70 to 74 years";"Female";"47";"2225";"101";"46.5"
"2021";"409";"Mersch";"Y_GE100";"100 years or over";"Total";"4";"10167";"4";"0.0"
"2021";"805";"Kiischpelt";"Y30T49";"From 30 to 49 years";"Female";"168";"1226";"338";"49.7"
"2021";"503";"Parc Hosingen";"Y50T54";"From 50 to 54 years";"Female";"168";"3834";"339";"49.6"
"2021";"1204";"Mondorf-les-Bains";"Y60T64";"From 60 to 64 years";"Female";"180";"5403";"380";"47.4"
"2021";"9";"Canton Vianden";"Y25T29";"From 25 to 29 years";"Male";"195";"5502";"392";"49.7"
"2021";"502";"Wincrange";"Y45T49";"From 45 to 49 years";"Total";"295";"4671";"295";"6.3"
"2021";"201";"Bettembourg";"Y60T64";"From 60 to 64 years";"Male";"351";"11406";"716";"49.0"
"2021";"402";"Bissen";"Y50T64";"From 50 to 64 years";"Total";"729";"3315";"729";"22.0"
"2021";"8";"Canton Wiltz";"Y80T84";"From 80 to 84 years";"Total";"304";"18562";"304";"1.6"
"2021";"1204";"Mondorf-les-Bains";"Y80T84";"From 80 to 84 years";"Female";"128";"5403";"192";"66.7"
"2021";"211";"Roeser";"Y45T49";"From 45 to 49 years";"Male";"235";"6598";"469";"50.1"
"2021";"1201";"Bous";"Y75T79";"From 75 to 79 years";"Total";"27";"1698";"27";"1.6"
"2021";"6";"Canton Diekirch";"Y30T34";"From 30 to 34 years";"Total";"2532";"34278";"2532";"7.4"
"2021";"307";"Schuttrange";"_T";"Total";"Total";"4306";"4306";"4306";"100.0"
"2021";"210";"Reckange-sur-Mess";"Y95T99";"From 95 to 99 years";"Male";"0";"2684";"1";"0.0"
"2021";"609";"Schieren";"Y_GE100";"100 years or over";"Female";"0";"2113";"0";"0.0"
"2021";"806";"Lac de la Haute-Sûre";"Y25T29";"From 25 to 29 years";"Total";"138";"2160";"138";"6.4"
"2021";"902";"Putscheid";"Y_GE100";"100 years or over";"Total";"0";"1127";"0";"0.0"
"2021";"502";"Wincrange";"Y75T79";"From 75 to 79 years";"Total";"110";"4671";"110";"2.4"
"2021";"1105";"Junglinster";"Y_LT15";"Less than 15 years";"Total";"1575";"8405";"1575";"18.7"
"2021";"404";"Fischbach";"Y_GE100";"100 years or over";"Female";"0";"1256";"0";"0.0"
"2021";"308";"Steinsel";"Y30T49";"From 30 to 49 years";"Female";"782";"5559";"1525";"51.3"
"2021";"607";"Mertzig";"Y_GE100";"100 years or over";"Male";"0";"2293";"0";"0.0"
"2021";"701";"Beckerich";"Y50T64";"From 50 to 64 years";"Female";"312";"2776";"621";"50.2"
"2021";"204";"Esch-sur-Alzette";"Y85T89";"From 85 to 89 years";"Female";"306";"36117";"462";"66.2"
"2021";"703";"Ell";"Y50T64";"From 50 to 64 years";"Total";"352";"1547";"352";"22.8"
"2021";"402";"Bissen";"Y95T99";"From 95 to 99 years";"Total";"1";"3315";"1";"0.0"
"2021";"805";"Kiischpelt";"Y70T74";"From 70 to 74 years";"Male";"23";"1226";"43";"53.5"
"2021";"805";"Kiischpelt";"Y80T84";"From 80 to 84 years";"Female";"13";"1226";"19";"68.4"
"2021";"805";"Kiischpelt";"Y_LT15";"Less than 15 years";"Total";"214";"1226";"214";"17.5"
"2021";"301";"Bertrange";"Y_LT5";"Less than 5 years";"Total";"397";"8534";"397";"4.7"
"2021";"203";"Dudelange";"Y50T54";"From 50 to 54 years";"Female";"853";"21568";"1672";"51.0"
"2021";"213";"Sanem";"Y65T69";"From 65 to 69 years";"Female";"477";"17964";"869";"54.9"
"2021";"403";"Helperknapp";"Y55T59";"From 55 to 59 years";"Female";"154";"4664";"312";"49.4"
"2021";"102";"Garnich";"Y_LT15";"Less than 15 years";"Male";"216";"2255";"414";"52.2"
"2021";"607";"Mertzig";"Y50T54";"From 50 to 54 years";"Female";"91";"2293";"196";"46.4"
"2021";"608";"Reisdorf";"Y15T19";"From 15 to 19 years";"Male";"48";"1313";"100";"48.0"
"2021";"301";"Bertrange";"Y80T84";"From 80 to 84 years";"Female";"116";"8534";"213";"54.5"
"2021";"806";"Lac de la Haute-Sûre";"Y_GE100";"100 years or over";"Male";"1";"2160";"1";"100.0"
"2021";"903";"Vianden";"Y50T54";"From 50 to 54 years";"Female";"71";"2168";"162";"43.8"
"2021";"1201";"Bous";"Y25T29";"From 25 to 29 years";"Total";"118";"1698";"118";"6.9"
"2021";"202";"Differdange";"Y95T99";"From 95 to 99 years";"Male";"4";"28532";"16";"25.0"
"2021";"502";"Wincrange";"Y55T59";"From 55 to 59 years";"Total";"364";"4671";"364";"7.8"
"2021";"1008";"Waldbillig";"Y75T79";"From 75 to 79 years";"Male";"12";"1908";"26";"46.2"
"2021";"401";"Colmar-Berg";"Y95T99";"From 95 to 99 years";"Female";"0";"2271";"0";"0.0"
"2021";"310";"Walferdange";"Y55T59";"From 55 to 59 years";"Male";"274";"8527";"545";"50.3"
"2021";"1201";"Bous";"Y80T84";"From 80 to 84 years";"Female";"22";"1698";"30";"73.3"
"2021";"108";"Mamer";"Y65T84";"From 65 to 84 years";"Total";"1426";"10426";"1426";"13.7"
"2021";"401";"Colmar-Berg";"Y_GE85";"85 years or over";"Female";"22";"2271";"30";"73.3"
"2021";"212";"Rumelange";"Y85T89";"From 85 to 89 years";"Total";"65";"5670";"65";"1.1"
"2021";"505";"Weiswampach";"Y15T19";"From 15 to 19 years";"Total";"104";"2225";"104";"4.7"
"2021";"602";"Bourscheid";"Y25T29";"From 25 to 29 years";"Male";"70";"1686";"120";"58.3"
"2021";"1006";"Rosport - Mompach";"Y70T74";"From 70 to 74 years";"Male";"75";"3638";"136";"55.1"
"2021";"206";"Kayl";"Y15T19";"From 15 to 19 years";"Male";"248";"9701";"490";"50.6"
"2021";"110";"Steinfort";"_T";"Total";"Female";"2872";"5717";"5717";"50.2"
"2021";"607";"Mertzig";"Y80T84";"From 80 to 84 years";"Total";"44";"2293";"44";"1.9"
"2021";"1205";"Remich";"Y15T29";"From 15 to 29 years";"Total";"624";"3819";"624";"16.3"
"2021";"409";"Mersch";"Y65T69";"From 65 to 69 years";"Male";"265";"10167";"517";"51.3"
"2021";"302";"Contern";"Y50T54";"From 50 to 54 years";"Male";"144";"4154";"290";"49.7"
"2021";"504";"Troisvierges";"Y15T19";"From 15 to 19 years";"Female";"93";"3463";"200";"46.5"
"2021";"1006";"Rosport - Mompach";"Y35T39";"From 35 to 39 years";"Total";"263";"3638";"263";"7.2"
"2021";"2";"Canton Esch";"Y85T89";"From 85 to 89 years";"Total";"2362";"186224";"2362";"1.3"
"2021";"302";"Contern";"Y40T44";"From 40 to 44 years";"Male";"160";"4154";"315";"50.8"
"2021";"503";"Parc Hosingen";"Y95T99";"From 95 to 99 years";"Male";"1";"3834";"4";"25.0"
"2021";"110";"Steinfort";"Y25T29";"From 25 to 29 years";"Female";"177";"5717";"352";"50.3"
"2021";"401";"Colmar-Berg";"Y_GE100";"100 years or over";"Total";"0";"2271";"0";"0.0"
"2021";"410";"Nommern";"Y70T74";"From 70 to 74 years";"Female";"16";"1446";"42";"38.1"
"2021";"1106";"Manternach";"Y25T29";"From 25 to 29 years";"Male";"71";"2232";"127";"55.9"
"2021";"303";"Hesperange";"Y45T49";"From 45 to 49 years";"Total";"1173";"15835";"1173";"7.4"
"2021";"1104";"Grevenmacher";"Y_LT5";"Less than 5 years";"Total";"237";"5050";"237";"4.7"
"2021";"1202";"Dalheim";"Y65T84";"From 65 to 84 years";"Total";"344";"2399";"344";"14.3"
"2021";"1006";"Rosport - Mompach";"Y45T49";"From 45 to 49 years";"Male";"129";"3638";"256";"50.4"
"2021";"1103";"Flaxweiler";"Y50T64";"From 50 to 64 years";"Female";"259";"2160";"526";"49.2"
"2021";"202";"Differdange";"Y65T69";"From 65 to 69 years";"Female";"521";"28532";"1055";"49.4"
"2021";"705";"Grosbous";"Y95T99";"From 95 to 99 years";"Total";"1";"1130";"1";"0.1"
"2021";"608";"Reisdorf";"Y80T84";"From 80 to 84 years";"Total";"20";"1313";"20";"1.5"
"2021";"107";"Kopstal";"Y5T9";"From 5 to 9 years";"Total";"260";"4137";"260";"6.3"
"2021";"504";"Troisvierges";"Y65T69";"From 65 to 69 years";"Female";"84";"3463";"167";"50.3"
"2021";"609";"Schieren";"Y30T49";"From 30 to 49 years";"Male";"333";"2113";"647";"51.5"
"2021";"6";"Canton Diekirch";"Y75T79";"From 75 to 79 years";"Male";"464";"34278";"977";"47.5"
"2021";"1203";"Lenningen";"Y_LT15";"Less than 15 years";"Total";"346";"2047";"346";"16.9"
"2021";"403";"Helperknapp";"Y20T24";"From 20 to 24 years";"Female";"139";"4664";"259";"53.7"
"2021";"1108";"Wormeldange";"Y20T24";"From 20 to 24 years";"Female";"69";"3055";"162";"42.6"
"2021";"309";"Strassen";"Y35T39";"From 35 to 39 years";"Total";"902";"10261";"902";"8.8"
"2021";"1";"Canton Capellen";"Y25T29";"From 25 to 29 years";"Male";"1537";"51523";"2959";"51.9"
"2021";"110";"Steinfort";"Y65T69";"From 65 to 69 years";"Male";"166";"5717";"310";"53.5"
"2021";"902";"Putscheid";"Y25T29";"From 25 to 29 years";"Total";"62";"1127";"62";"5.5"
"2021";"808";"Winseler";"Y15T19";"From 15 to 19 years";"Female";"43";"1420";"85";"50.6"
"2021";"_T";"Total";"Y_LT15";"Less than 15 years";"Total";"102574";"643941";"102574";"15.9"
"2021";"710";"Wahl";"Y30T49";"From 30 to 49 years";"Male";"156";"1043";"309";"50.5"
"2021";"1004";"Consdorf";"Y30T49";"From 30 to 49 years";"Total";"564";"2126";"564";"26.5"
"2021";"206";"Kayl";"Y15T29";"From 15 to 29 years";"Female";"914";"9701";"1804";"50.7"
"2021";"212";"Rumelange";"Y_LT5";"Less than 5 years";"Female";"133";"5670";"298";"44.6"
"2021";"306";"Sandweiler";"Y90T94";"From 90 to 94 years";"Male";"6";"3716";"14";"42.9"
"2021";"201";"Bettembourg";"Y30T34";"From 30 to 34 years";"Male";"405";"11406";"800";"50.6"
"2021";"203";"Dudelange";"Y80T84";"From 80 to 84 years";"Total";"482";"21568";"482";"2.2"
"2021";"211";"Roeser";"Y95T99";"From 95 to 99 years";"Total";"11";"6598";"11";"0.2"
"2021";"401";"Colmar-Berg";"Y50T64";"From 50 to 64 years";"Total";"400";"2271";"400";"17.6"
"2021";"503";"Parc Hosingen";"Y60T64";"From 60 to 64 years";"Total";"198";"3834";"198";"5.2"
"2021";"604";"Erpeldange-sur-Sûre";"Y95T99";"From 95 to 99 years";"Total";"2";"2435";"2";"0.1"
"2021";"1203";"Lenningen";"Y30T49";"From 30 to 49 years";"Female";"302";"2047";"573";"52.7"
"2021";"306";"Sandweiler";"Y75T79";"From 75 to 79 years";"Total";"110";"3716";"110";"3.0"
"2021";"207";"Leudelange";"Y10T14";"From 10 to 14 years";"Total";"154";"2704";"154";"5.7"
"2021";"1102";"Biwer";"Y25T29";"From 25 to 29 years";"Male";"67";"1894";"108";"62.0"
"2021";"1001";"Beaufort";"Y25T29";"From 25 to 29 years";"Female";"98";"3004";"193";"50.8"
"2021";"1203";"Lenningen";"Y_GE85";"85 years or over";"Male";"10";"2047";"27";"37.0"
"2021";"607";"Mertzig";"Y90T94";"From 90 to 94 years";"Female";"2";"2293";"5";"40.0"
"2021";"802";"Esch-sur-Sûre";"Y90T94";"From 90 to 94 years";"Male";"4";"2991";"13";"30.8"
"2021";"204";"Esch-sur-Alzette";"_T";"Total";"Total";"36117";"36117";"36117";"100.0"
"2021";"407";"Lintgen";"Y_LT5";"Less than 5 years";"Female";"101";"3401";"212";"47.6"
"2021";"604";"Erpeldange-sur-Sûre";"Y45T49";"From 45 to 49 years";"Female";"83";"2435";"163";"50.9"
"2021";"410";"Nommern";"Y_GE100";"100 years or over";"Male";"0";"1446";"0";"0.0"
"2021";"1102";"Biwer";"Y65T69";"From 65 to 69 years";"Female";"54";"1894";"118";"45.8"
"2021";"9";"Canton Vianden";"Y25T29";"From 25 to 29 years";"Female";"197";"5502";"392";"50.3"
"2021";"102";"Garnich";"Y_GE85";"85 years or over";"Male";"7";"2255";"19";"36.8"
"2021";"204";"Esch-sur-Alzette";"Y25T29";"From 25 to 29 years";"Total";"2872";"36117";"2872";"8.0"
"2021";"307";"Schuttrange";"Y20T24";"From 20 to 24 years";"Male";"105";"4306";"219";"47.9"
"2021";"902";"Putscheid";"Y70T74";"From 70 to 74 years";"Female";"18";"1127";"40";"45.0"
"2021";"401";"Colmar-Berg";"Y30T34";"From 30 to 34 years";"Female";"84";"2271";"174";"48.3"
"2021";"212";"Rumelange";"Y_LT15";"Less than 15 years";"Male";"522";"5670";"1004";"52.0"
"2021";"1006";"Rosport - Mompach";"Y85T89";"From 85 to 89 years";"Total";"38";"3638";"38";"1.0"
"2021";"210";"Reckange-sur-Mess";"Y65T69";"From 65 to 69 years";"Female";"72";"2684";"145";"49.7"
"2021";"409";"Mersch";"Y5T9";"From 5 to 9 years";"Male";"280";"10167";"559";"50.1"
"2021";"707";"Saeul";"Y95T99";"From 95 to 99 years";"Male";"0";"960";"0";"0.0"
"2021";"1002";"Bech";"Y75T79";"From 75 to 79 years";"Male";"17";"1330";"27";"63.0"
"2021";"1003";"Berdorf";"Y15T29";"From 15 to 29 years";"Total";"396";"1983";"396";"20.0"
"2021";"808";"Winseler";"Y15T29";"From 15 to 29 years";"Male";"146";"1420";"279";"52.3"
"2021";"802";"Esch-sur-Sûre";"Y65T84";"From 65 to 84 years";"Total";"333";"2991";"333";"11.1"
"2021";"107";"Kopstal";"Y5T9";"From 5 to 9 years";"Female";"127";"4137";"260";"48.8"
"2021";"108";"Mamer";"Y55T59";"From 55 to 59 years";"Total";"658";"10426";"658";"6.3"
"2021";"405";"Heffingen";"Y10T14";"From 10 to 14 years";"Total";"96";"1506";"96";"6.4"
"2021";"202";"Differdange";"Y90T94";"From 90 to 94 years";"Total";"116";"28532";"116";"0.4"
"2021";"301";"Bertrange";"Y_GE100";"100 years or over";"Female";"0";"8534";"0";"0.0"
"2021";"204";"Esch-sur-Alzette";"Y80T84";"From 80 to 84 years";"Male";"290";"36117";"753";"38.5"
"2021";"107";"Kopstal";"Y20T24";"From 20 to 24 years";"Male";"139";"4137";"253";"54.9"
"2021";"12";"Canton Remich";"Y_GE100";"100 years or over";"Male";"0";"23684";"3";"0.0"
"2021";"301";"Bertrange";"Y25T29";"From 25 to 29 years";"Total";"503";"8534";"503";"5.9"
"2021";"10";"Canton Echternach";"Y30T34";"From 30 to 34 years";"Female";"660";"19679";"1351";"48.9"
"2021";"208";"Mondercange";"Y95T99";"From 95 to 99 years";"Female";"3";"6979";"4";"75.0"
"2021";"310";"Walferdange";"Y50T54";"From 50 to 54 years";"Total";"655";"8527";"655";"7.7"
"2021";"701";"Beckerich";"Y85T89";"From 85 to 89 years";"Male";"8";"2776";"28";"28.6"
"2021";"609";"Schieren";"Y45T49";"From 45 to 49 years";"Male";"78";"2113";"151";"51.7"
"2021";"103";"Habscht";"Y25T29";"From 25 to 29 years";"Total";"329";"4918";"329";"6.7"
"2021";"1003";"Berdorf";"Y45T49";"From 45 to 49 years";"Total";"136";"1983";"136";"6.9"
"2021";"303";"Hesperange";"Y40T44";"From 40 to 44 years";"Female";"691";"15835";"1368";"50.5"
"2021";"603";"Diekirch";"Y85T89";"From 85 to 89 years";"Male";"41";"7143";"111";"36.9"
"2021";"311";"Weiler-la-Tour";"Y50T54";"From 50 to 54 years";"Male";"114";"2501";"210";"54.3"
"2021";"602";"Bourscheid";"Y5T9";"From 5 to 9 years";"Male";"44";"1686";"89";"49.4"
"2021";"1106";"Manternach";"Y85T89";"From 85 to 89 years";"Female";"37";"2232";"51";"72.5"
"2021";"610";"Vallée de l'Ernz";"Y5T9";"From 5 to 9 years";"Total";"165";"2697";"165";"6.1"
"2021";"607";"Mertzig";"Y70T74";"From 70 to 74 years";"Total";"72";"2293";"72";"3.1"
"2021";"703";"Ell";"Y65T69";"From 65 to 69 years";"Female";"26";"1547";"58";"44.8"
"2021";"1";"Canton Capellen";"Y25T29";"From 25 to 29 years";"Female";"1422";"51523";"2959";"48.1"
"2021";"801";"Boulaide";"Y5T9";"From 5 to 9 years";"Male";"40";"1438";"81";"49.4"
"2021";"708";"Useldange";"Y55T59";"From 55 to 59 years";"Female";"82";"2029";"172";"47.7"
"2021";"202";"Differdange";"Y25T29";"From 25 to 29 years";"Female";"1215";"28532";"2389";"50.9"
"2021";"601";"Bettendorf";"Y_LT15";"Less than 15 years";"Male";"238";"2943";"455";"52.3"
"2021";"408";"Lorentzweiler";"Y75T79";"From 75 to 79 years";"Female";"82";"4420";"144";"56.9"
"2021";"1";"Canton Capellen";"Y70T74";"From 70 to 74 years";"Total";"2175";"51523";"2175";"4.2"
"2021";"1005";"Echternach";"Y_LT5";"Less than 5 years";"Male";"131";"5690";"248";"52.8"
"2021";"603";"Diekirch";"Y5T9";"From 5 to 9 years";"Female";"164";"7143";"325";"50.5"
"2021";"205";"Frisange";"Y25T29";"From 25 to 29 years";"Total";"301";"4768";"301";"6.3"
"2021";"207";"Leudelange";"Y95T99";"From 95 to 99 years";"Total";"2";"2704";"2";"0.1"
"2021";"502";"Wincrange";"Y10T14";"From 10 to 14 years";"Male";"148";"4671";"274";"54.0"
"2021";"106";"Koerich";"Y65T84";"From 65 to 84 years";"Total";"352";"2649";"352";"13.3"
"2021";"1103";"Flaxweiler";"Y35T39";"From 35 to 39 years";"Male";"64";"2160";"136";"47.1"
"2021";"110";"Steinfort";"Y55T59";"From 55 to 59 years";"Male";"234";"5717";"457";"51.2"
"2021";"307";"Schuttrange";"Y_GE85";"85 years or over";"Female";"26";"4306";"49";"53.1"
"2021";"1207";"Stadtbredimus";"Y50T64";"From 50 to 64 years";"Female";"237";"1971";"495";"47.9"
"2021";"802";"Esch-sur-Sûre";"Y_LT15";"Less than 15 years";"Female";"245";"2991";"516";"47.5"
"2021";"12";"Canton Remich";"Y50T64";"From 50 to 64 years";"Male";"2713";"23684";"5306";"51.1"
"2021";"106";"Koerich";"Y_GE100";"100 years or over";"Total";"0";"2649";"0";"0.0"
"2021";"201";"Bettembourg";"Y35T39";"From 35 to 39 years";"Total";"863";"11406";"863";"7.6"
"2021";"205";"Frisange";"Y20T24";"From 20 to 24 years";"Male";"129";"4768";"261";"49.4"
"2021";"1107";"Mertert";"Y_GE85";"85 years or over";"Female";"66";"4760";"101";"65.3"
"2021";"403";"Helperknapp";"Y30T49";"From 30 to 49 years";"Female";"696";"4664";"1419";"49.0"
"2021";"1003";"Berdorf";"Y40T44";"From 40 to 44 years";"Total";"142";"1983";"142";"7.2"
"2021";"610";"Vallée de l'Ernz";"Y90T94";"From 90 to 94 years";"Total";"7";"2697";"7";"0.3"
"2021";"1206";"Schengen";"Y60T64";"From 60 to 64 years";"Male";"190";"5075";"349";"54.4"
"2021";"806";"Lac de la Haute-Sûre";"Y85T89";"From 85 to 89 years";"Total";"14";"2160";"14";"0.6"
"2021";"408";"Lorentzweiler";"Y_LT5";"Less than 5 years";"Female";"146";"4420";"293";"49.8"
"2021";"202";"Differdange";"Y_GE85";"85 years or over";"Total";"403";"28532";"403";"1.4"
"2021";"807";"Wiltz";"Y50T64";"From 50 to 64 years";"Total";"1451";"7697";"1451";"18.9"
"2021";"801";"Boulaide";"Y_LT5";"Less than 5 years";"Female";"55";"1438";"92";"59.8"
"2021";"707";"Saeul";"Y5T9";"From 5 to 9 years";"Male";"32";"960";"59";"54.2"
"2021";"309";"Strassen";"Y25T29";"From 25 to 29 years";"Female";"358";"10261";"690";"51.9"
"2021";"502";"Wincrange";"Y70T74";"From 70 to 74 years";"Total";"197";"4671";"197";"4.2"
"2021";"7";"Canton Redange";"Y90T94";"From 90 to 94 years";"Female";"52";"20279";"87";"59.8"
"2021";"804";"Goesdorf";"Y40T44";"From 40 to 44 years";"Female";"60";"1630";"113";"53.1"
"2021";"609";"Schieren";"Y85T89";"From 85 to 89 years";"Total";"22";"2113";"22";"1.0"
"2021";"604";"Erpeldange-sur-Sûre";"Y55T59";"From 55 to 59 years";"Male";"96";"2435";"177";"54.2"
"2021";"203";"Dudelange";"Y_LT5";"Less than 5 years";"Female";"516";"21568";"1043";"49.5"
"2021";"5";"Canton Clervaux";"Y25T29";"From 25 to 29 years";"Male";"740";"19944";"1451";"51.0"
"2021";"404";"Fischbach";"Y65T84";"From 65 to 84 years";"Female";"52";"1256";"103";"50.5"
"2021";"802";"Esch-sur-Sûre";"Y40T44";"From 40 to 44 years";"Female";"106";"2991";"211";"50.2"
"2021";"204";"Esch-sur-Alzette";"Y90T94";"From 90 to 94 years";"Total";"235";"36117";"235";"0.7"
"2021";"1106";"Manternach";"Y70T74";"From 70 to 74 years";"Female";"34";"2232";"79";"43.0"
"2021";"307";"Schuttrange";"Y50T64";"From 50 to 64 years";"Male";"474";"4306";"949";"49.9"
"2021";"401";"Colmar-Berg";"Y40T44";"From 40 to 44 years";"Female";"89";"2271";"187";"47.6"
"2021";"1203";"Lenningen";"Y30T34";"From 30 to 34 years";"Male";"60";"2047";"119";"50.4"
"2021";"5";"Canton Clervaux";"Y30T49";"From 30 to 49 years";"Total";"5375";"19944";"5375";"27.0"
"2021";"805";"Kiischpelt";"Y30T34";"From 30 to 34 years";"Male";"49";"1226";"98";"50.0"
"2021";"4";"Canton Mersch";"Y50T64";"From 50 to 64 years";"Female";"3430";"34652";"6997";"49.0"
"2021";"8";"Canton Wiltz";"Y50T54";"From 50 to 54 years";"Total";"1456";"18562";"1456";"7.8"
"2021";"701";"Beckerich";"Y5T9";"From 5 to 9 years";"Total";"142";"2776";"142";"5.1"
"2021";"807";"Wiltz";"Y50T64";"From 50 to 64 years";"Male";"751";"7697";"1451";"51.8"
"2021";"701";"Beckerich";"Y80T84";"From 80 to 84 years";"Male";"19";"2776";"40";"47.5"
"2021";"1008";"Waldbillig";"Y95T99";"From 95 to 99 years";"Total";"1";"1908";"1";"0.1"
"2021";"406";"Larochette";"Y75T79";"From 75 to 79 years";"Female";"29";"2206";"59";"49.2"
"2021";"8";"Canton Wiltz";"Y65T69";"From 65 to 69 years";"Male";"478";"18562";"876";"54.6"
"2021";"5";"Canton Clervaux";"Y50T54";"From 50 to 54 years";"Male";"818";"19944";"1560";"52.4"
"2021";"12";"Canton Remich";"Y90T94";"From 90 to 94 years";"Total";"166";"23684";"166";"0.7"
"2021";"708";"Useldange";"Y_GE85";"85 years or over";"Male";"13";"2029";"32";"40.6"
"2021";"802";"Esch-sur-Sûre";"Y75T79";"From 75 to 79 years";"Female";"29";"2991";"64";"45.3"
"2021";"2";"Canton Esch";"Y_GE100";"100 years or over";"Total";"21";"186224";"21";"0.0"
"2021";"7";"Canton Redange";"Y35T39";"From 35 to 39 years";"Female";"739";"20279";"1446";"51.1"
"2021";"704";"Rambrouch";"Y25T29";"From 25 to 29 years";"Total";"293";"4697";"293";"6.2"
"2021";"606";"Feulen";"Y55T59";"From 55 to 59 years";"Female";"72";"2302";"155";"46.5"
"2021";"208";"Mondercange";"Y5T9";"From 5 to 9 years";"Female";"174";"6979";"357";"48.7"
"2021";"1103";"Flaxweiler";"Y65T69";"From 65 to 69 years";"Female";"35";"2160";"85";"41.2"
"2021";"1207";"Stadtbredimus";"Y10T14";"From 10 to 14 years";"Female";"50";"1971";"95";"52.6"
"2021";"1003";"Berdorf";"Y75T79";"From 75 to 79 years";"Female";"27";"1983";"58";"46.6"
"2021";"408";"Lorentzweiler";"Y15T29";"From 15 to 29 years";"Male";"323";"4420";"670";"48.2"
"2021";"1207";"Stadtbredimus";"Y_LT5";"Less than 5 years";"Female";"50";"1971";"99";"50.5"
"2021";"804";"Goesdorf";"Y30T49";"From 30 to 49 years";"Female";"240";"1630";"458";"52.4"
"2021";"1207";"Stadtbredimus";"Y75T79";"From 75 to 79 years";"Total";"42";"1971";"42";"2.1"
"2021";"304";"Luxembourg";"Y55T59";"From 55 to 59 years";"Total";"7547";"128097";"7547";"5.9"
"2021";"1205";"Remich";"Y90T94";"From 90 to 94 years";"Female";"30";"3819";"45";"66.7"
"2021";"702";"Preizerdaul";"Y85T89";"From 85 to 89 years";"Female";"8";"1764";"12";"66.7"
"2021";"702";"Preizerdaul";"Y95T99";"From 95 to 99 years";"Male";"0";"1764";"1";"0.0"
"2021";"702";"Preizerdaul";"Y_LT15";"Less than 15 years";"Total";"282";"1764";"282";"16.0"
"2021";"805";"Kiischpelt";"Y90T94";"From 90 to 94 years";"Total";"10";"1226";"10";"0.8"
"2021";"801";"Boulaide";"Y70T74";"From 70 to 74 years";"Total";"66";"1438";"66";"4.6"
"2021";"209";"Pétange";"Y50T64";"From 50 to 64 years";"Female";"1893";"20385";"3862";"49.0"
"2021";"404";"Fischbach";"Y65T84";"From 65 to 84 years";"Total";"103";"1256";"103";"8.2"
"2021";"1205";"Remich";"Y_GE100";"100 years or over";"Total";"2";"3819";"2";"0.1"
"2021";"212";"Rumelange";"Y30T34";"From 30 to 34 years";"Male";"202";"5670";"387";"52.2"
"2021";"502";"Wincrange";"Y_GE85";"85 years or over";"Total";"86";"4671";"86";"1.8"
"2021";"1206";"Schengen";"Y50T64";"From 50 to 64 years";"Total";"1204";"5075";"1204";"23.7"
"2021";"307";"Schuttrange";"Y_LT15";"Less than 15 years";"Male";"392";"4306";"771";"50.8"
"2021";"106";"Koerich";"Y40T44";"From 40 to 44 years";"Female";"128";"2649";"232";"55.2"
"2021";"704";"Rambrouch";"Y45T49";"From 45 to 49 years";"Male";"152";"4697";"303";"50.2"
"2021";"1006";"Rosport - Mompach";"Y80T84";"From 80 to 84 years";"Male";"27";"3638";"62";"43.5"
"2021";"104";"Käerjeng";"Y65T69";"From 65 to 69 years";"Female";"285";"10761";"547";"52.1"
"2021";"804";"Goesdorf";"Y70T74";"From 70 to 74 years";"Female";"27";"1630";"52";"51.9"
"2021";"12";"Canton Remich";"Y85T89";"From 85 to 89 years";"Male";"130";"23684";"342";"38.0"
"2021";"213";"Sanem";"Y35T39";"From 35 to 39 years";"Male";"667";"17964";"1303";"51.2"
"2021";"505";"Weiswampach";"Y30T34";"From 30 to 34 years";"Male";"83";"2225";"161";"51.6"
"2021";"9";"Canton Vianden";"Y65T69";"From 65 to 69 years";"Female";"110";"5502";"228";"48.2"
"2021";"805";"Kiischpelt";"Y20T24";"From 20 to 24 years";"Female";"40";"1226";"75";"53.3"
"2021";"1";"Canton Capellen";"Y30T34";"From 30 to 34 years";"Total";"3051";"51523";"3051";"5.9"
"2021";"110";"Steinfort";"Y_LT5";"Less than 5 years";"Total";"258";"5717";"258";"4.5"
"2021";"410";"Nommern";"Y85T89";"From 85 to 89 years";"Female";"11";"1446";"17";"64.7"
"2021";"502";"Wincrange";"Y_GE100";"100 years or over";"Female";"0";"4671";"0";"0.0"
"2021";"201";"Bettembourg";"Y35T39";"From 35 to 39 years";"Female";"442";"11406";"863";"51.2"
"2021";"502";"Wincrange";"Y70T74";"From 70 to 74 years";"Female";"97";"4671";"197";"49.2"
